,index,Id,0,Location,User Time Zone,index,TMZ Location
783,3478,2NRQ0F56B9E3ASLJ,,,,783,
784,3486,FGHEJHHTKA9PS6QT,,,Irkutsk,784,Russia
785,3491,J0NDF3ON0LP8I31R,,+ 961 4 444 145,Cairo,785,Egypt
786,3496,LJKL251C68LH18PP,,,Brasilia,786,Brazil
787,3503,JM4BH4E2DP9LDDOF,,,Central Time (US & Canada),787,USA
788,3506,8GQA1FQ6JRCD0DJP,,,London,788,UK
789,3509,CGNOL79PTC8N8AGT,,,Tokyo,789,Japan
790,3510,5RG2HIS2M22K0BOC,,I'll tell you when I land,Pacific Time (US & Canada),790,
791,3514,T5MG08EKHC6E6NAK,,,Pacific Time (US & Canada),791,
792,3517,5D46AI3B3L8RJBT7,,,Hong Kong,792,Hong Kong
793,3524,DD918TKDOBT9GN62,,,Tokyo,793,Japan
794,3525,MKRMIHENPSSCIBIL,,MEXICO CITY • MTY• JUAREZ ,Monterrey,794,Mexico
795,3538,3JE1MFHQ1F1OINL8,,,London,795,UK
796,3543,M92SG0PNJNLMMKNG,,,Eastern Time (US & Canada),796,
797,3546,PPC2OTIOQ0MSBLJH,,,Pacific Time (US & Canada),797,
798,3549,PAPELN801J664KTB,,120 countries,Paris,798,France
799,3551,JP0L7H78HBTRP9EI,,,Eastern Time (US & Canada),799,
800,3554,8SKKBLQGMQB3876O,,,,800,
801,3555,ODHGILJFDLI0NE90,,,Greenland,801,Greenland
802,3557,5Q2GFD9QNKH4EJF0,,,Eastern Time (US & Canada),802,
803,3566,5IIONN2I1JIPBD06,,,Eastern Time (US & Canada),803,
804,3569,8PGJF1AQHI96H7NR,,,London,804,UK
805,3575,5P0EJ22D75FC0Q8A,,,Eastern Time (US & Canada),805,
806,3586,7ORO4DS1OHMNHD5K,,"U.S., Canada, and Puerto Rico",Eastern Time (US & Canada),806,
807,3592,3PDIHDD68JE9PQ7P,,,Eastern Time (US & Canada),807,
808,3594,9GI2DQEP15KDNJA8,,,Pacific Time (US & Canada),808,
809,3596,85HETBPNA5ELOF5H,,,Eastern Time (US & Canada),809,
810,3602,7DD29EG3BB6BDMAJ,,Following behind you :),Eastern Time (US & Canada),810,
811,3604,3ORSDAEAJ1AIG9G6,,,Eastern Time (US & Canada),811,
812,3608,PCTKBI8J0ISGEAN5,,,Arizona,812,USA
813,3613,3G6C93IE5A0BHGKC,,,Central Time (US & Canada),813,USA
814,3614,C401FL2CF5L9IM1B,,,,814,
815,3616,FFQ1R8D38FFJGKHN,,,Amsterdam,815,Netherlands
816,3619,QO4LH4K2KCTLL6L1,,,New Delhi,816,India
817,3624,9HJ72A0G4IK5R6TS,,Interplanetary Space,Bern,817,Switzerland
818,3629,BMHQI607R36JQ9D5,,,Berlin,818,Germany
819,3633,A1D79EI9N8FI9SJO,,,Greenland,819,Greenland
820,3660,KIK6DN586FPJ2AC6,,,Rome,820,Italy
821,3663,4ICKINAS6PAIQ95Q,,,Stockholm,821,Sweden
822,3664,CCSB36D89O7MRT5J,,Delivering your photos,Eastern Time (US & Canada),822,
823,3669,4H22108MHF206HMD,,,Arizona,823,USA
824,3678,HONSCTD0O4JHDRBF,,,London,824,UK
825,3683,GQMQ4ML9C9LGPDHO,,,Hawaii,825,USA
826,3688,NLLMDF4G2NH98SE1,,,Hawaii,826,USA
827,3691,2A8R0E79PLGQTBK8,,,Central Time (US & Canada),827,USA
828,3697,SAHMGEBDG7O593Q8,,,Central Time (US & Canada),828,USA
829,3710,8MA6M0E6RSKNIN33,,,Pacific Time (US & Canada),829,
830,3715,G83MRGS0B52A1NR2,,,Buenos Aires,830,Argentina
831,3723,CHFPO9QISCO0DCK6,,,Pacific Time (US & Canada),831,
832,3726,LIO4F9QKMBL433DK,,,Eastern Time (US & Canada),832,
833,3728,CIIA9AHI9TSQQ347,,,Muscat,833,Oman
834,3731,3S8843J9603GNO95,,,,834,
835,3734,K3JQ6ETAIFJBRJS0,,,Pacific Time (US & Canada),835,
836,3736,85DLPM0258IFG2CO,,,Eastern Time (US & Canada),836,
837,3737,BLBPLAMS6NJ4HRN5,,Back where it all started,Eastern Time (US & Canada),837,
838,3743,D3HEEDGGMLEFTNQO,,,London,838,UK
839,3749,HBNB5289JLMFP15H,,follow our instagram..,Chennai,839,India
840,3754,EQ0R4D32KLDML5R5,,,Pacific Time (US & Canada),840,
841,3756,7TPO1143059S2PMG,,,Pacific Time (US & Canada),841,
842,3758,JTSAH969DMI2995Q,,,Eastern Time (US & Canada),842,
843,3759,E7HNO1JSTI75K6AC,,,Casablanca,843,Morocco
844,3763,5213MPQCF2MA284B,,,Istanbul,844,Turkey
845,3764,E0DEPH5EA4644NMI,,,Eastern Time (US & Canada),845,
846,3769,KAG2QDKSCQ44DLB5,,,Istanbul,846,Turkey
847,3770,GJ7M0EOPSR7HK02J,,,Eastern Time (US & Canada),847,
848,3782,00BSOTN528QOHO7E,,,London,848,UK
849,3786,I75C9QFD1S8QC7MF,,,Rome,849,Italy
850,3787,SE8J86EFJQTB86P7,,,,850,
851,3789,IQ0CC7PSR0FF3KT7,,,,851,
852,3799,C9LM3KE4872QRSI5,,,Central Time (US & Canada),852,USA
853,3800,4KGB6L0S94AJGBOB,,,Eastern Time (US & Canada),853,
854,3801,7QQKPGAQPS2B3J1G,,,Tokyo,854,Japan
855,3807,H4E8S8G84Q9TO4HH,,,Eastern Time (US & Canada),855,
856,3810,DEQGRIG5N3T55LQM,,,Greenland,856,Greenland
857,3817,B3FNHTI7I1B6GI0C,,,,857,
858,3821,48I9BL10ALM8MISN,,,Paris,858,France
859,3827,570SJQ43DSST40KF,,,Eastern Time (US & Canada),859,
860,3831,3T4K3K3507F407TL,,,Amsterdam,860,Netherlands
861,3833,9BDH3I4SIARFS4C8,,,,861,
862,3848,ON1S8CF3HPAMPOAG,,,London,862,UK
863,3862,8CJAG38TKAMCIPEN,,,,863,
864,3871,8S9ADKP6ALTPC8D3,,,Central Time (US & Canada),864,USA
865,3877,3DGBIQ4GAEQJICHS,,,Eastern Time (US & Canada),865,
866,3878,13B5ROFI7TSTD9IH,,,,866,
867,3881,RQDO9QRR1R4TATE8,,,Central Time (US & Canada),867,USA
868,3882,7C9KS14N67LKM03E,,,Atlantic Time (Canada),868,USA
869,3884,J6CQ3LTGIJN6ICK6,,,Pacific Time (US & Canada),869,
870,3885,LNDISM9BNP11B3RE,,,Pacific Time (US & Canada),870,
871,3887,02SI221FBIMCBS06,,,,871,
872,3891,4MHI12M940F408KN,,,Bogota,872,Colombia
873,3892,704HLLD87OD2DFNI,,,Buenos Aires,873,Argentina
874,3896,30K95JGG9M2S6F41,,,Paris,874,France
875,3902,0RCKMF41OK3OF4E1,,,Quito,875,Ecuador
876,3908,DEQDG80766AJDR30,,,Eastern Time (US & Canada),876,
877,3920,H86LRTTIHNFS455G,,,,877,
878,3921,CF233160Q2O1LD1N,,,Tokyo,878,Japan
879,3924,5BPA20NP55ENPI6S,,,Sydney,879,Australia
880,3936,L09NQ0PD20MIK27O,,,Eastern Time (US & Canada),880,
881,3938,GDDLEPJNRF1I6DI9,,,,881,
882,3943,DF61SD1AHQE5OET4,,,Eastern Time (US & Canada),882,
883,3945,FSM2LRHFBD4DQ053,,,Santiago,883,Chile
884,3951,FQDALFC71G3GGK1F,,77-1X3-00,Irkutsk,884,Russia
885,3952,ASO1H2OMDA5HPTKD,,,Pacific Time (US & Canada),885,
886,3953,PKTH46P5QRTJ8BS4,,East from Fenchurch Street,UTC,886,USA
887,3955,L6J3QK5SITIJSQ1T,,,Jakarta,887,Indonesia
888,3961,A06GP35IB0RIKORB,,,Hong Kong,888,Hong Kong
889,3964,BOE9S8GMJHD87CAR,,,Pacific Time (US & Canada),889,
890,3965,J6DCIBHD4MS2R9JE,,facebook.com/omarchaparro,Central Time (US & Canada),890,USA
891,3970,I1I3Q6QI7273HR34,,,Rome,891,Italy
892,3971,IQJTM7LA96GJ17KN,,,Santiago,892,Chile
893,3972,00SEJRHGA9DCLNCB,,,Eastern Time (US & Canada),893,
894,3979,O0RT4PI50K5II2SG,,,Eastern Time (US & Canada),894,
895,3983,TLSFCQ7887SJOCLR,,,,895,
896,3984,3OOG7CGAKFCM0RSQ,,Over 250 events across the UK,London,896,UK
897,3986,L9AA4HM18ATI8SBQ,,,Mumbai,897,India
898,3988,PI5TROPGJA4R068S,,,Quito,898,Ecuador
899,4003,0DC4DQ6OBONNCNFE,,Up the skirt of ecchi waifus,Pacific Time (US & Canada),899,
900,4004,LQHLQ1IDO87LPNA5,,,Eastern Time (US & Canada),900,
901,4007,3CTE9TMHC7QEH08F,,,Pacific Time (US & Canada),901,
902,4008,K04ERN1MS8PC1T5E,,,Pacific Time (US & Canada),902,
903,4022,2908CKN2T0O3INTN,,,Bern,903,Switzerland
904,4028,TCC68RNERE5HSR6D,,,Seoul,904,South Korea
905,4031,O4B9A041QN5P3FNH,,,,905,
906,4033,67CIR4IM30NNSATD,,,,906,
907,4042,GHT508FE53IOKKMO,,Everywhere you are.,Eastern Time (US & Canada),907,
908,4045,P00GHER2D7708NC3,,,Chennai,908,India
909,4046,MALN8L5E947JG86S,,,Pacific Time (US & Canada),909,
910,4055,MJNM67DD2K9JDPSR,,,Mexico City,910,Mexico
911,4072,O334LTT1P0P4J5LC,,,Tokyo,911,Japan
912,4081,BBEB9HH85OM3LPG5,,,Hawaii,912,USA
913,4088,IGS0TB7EA4PAFE2C,,,Eastern Time (US & Canada),913,
914,4089,7PG9DITDK0FQ1Q9Q,,,Tokyo,914,Japan
915,4093,D6LMK94BNA8A6G2O,,,Eastern Time (US & Canada),915,
916,4094,9K4B1HG5QLT6K99K,,,Rome,916,Italy
917,4096,T8BRK4I6ITPNMGFD,,,Amsterdam,917,Netherlands
918,4106,66N7SC461G67GGOF,,"erepublik.com, the New World",Bucharest,918,Romania
919,4107,HMAISRB9Q2CE0LQS,,,Quito,919,Ecuador
920,4108,7PSN20O6SGLKBCJH,,サドン村,Hawaii,920,USA
921,4112,K69QPO78KH12EA4A,,,Stockholm,921,Sweden
922,4116,SEKSJT9O2GEEMF1A,,,,922,
923,4118,N88E9MLBMTRRM96C,,,Buenos Aires,923,Argentina
924,4121,1RTBEE374NS17GI4,,,Eastern Time (US & Canada),924,
925,4124,1S538S9AAIDNBTCK,,,Rome,925,Italy
926,4129,TISG91I1LC6DD8D8,,,Paris,926,France
927,4136,1L9FAT8DHAKSL88M,,,Pacific Time (US & Canada),927,
928,4147,CD6C3COMHPM2HEP4,,,Baghdad,928,Iraq
929,4150,JL5JL699AP877HFI,,,Jakarta,929,Indonesia
930,4151,7271BGBA8S3TB8BR,,,London,930,UK
931,4153,HQFO3G9NCI3HD2OH,,,Pacific Time (US & Canada),931,
932,4154,6GJ3NIP0BNLHK0TR,,,Belgrade,932,Serbia
933,4157,IP0CNNAQB56CB6DN,,,,933,
934,4161,NTC4MR0O54ESQ7HL,,,Pacific Time (US & Canada),934,
935,4162,ALP4FJLGGC5QFO4I,,,Hawaii,935,USA
936,4168,FTR49G1O5DM44LGQ,,,Buenos Aires,936,Argentina
937,4173,OI9H5I0JPL8RGMJP,,,Europe/Istanbul,937,Turkey
938,4175,QMOPFAT23K1I82LD,,,,938,
939,4176,NIJ8AC9DDSSAO9K1,,,Rome,939,Italy
940,4186,SIO66HJ0IK9KOSCP,,,Pacific Time (US & Canada),940,
941,4188,9M3IN18CCTK5596Q,,,Quito,941,Ecuador
942,4192,95HN88GI256KO7IK,,,Madrid,942,Spain
943,4198,0NDAKTAO17FR1L26,,,Eastern Time (US & Canada),943,
944,4205,H2K1LNSD9DD818ST,,,Madrid,944,Spain
945,4217,GILS3P9IMONDKP6P,,,Hawaii,945,USA
946,4219,SF9AELC76RD7GIKM,,,Central Time (US & Canada),946,USA
947,4220,8J0L8ND0LNDDEPE5,,info@horoscoponegro.com,Madrid,947,Spain
948,4221,H3O6FR0PM500APCT,,,Paris,948,France
949,4223,GEH11D06ONEQH2F1,,,Moscow,949,Russia
950,4232,191FLC60G3FJDB9S,,,Eastern Time (US & Canada),950,
951,4249,FDL777QH4GG5914B,,,Hawaii,951,USA
952,4254,1S2IE4G8H5EAAT51,,"Everywhere, USA",Central Time (US & Canada),952,USA
953,4266,HPAR23AKR5A8T5C9,,#MásRojoQueNunca,Mexico City,953,Mexico
954,4274,QH7RPD7I1HQ5FSGN,,,Pacific Time (US & Canada),954,
955,4283,5PFFBIQILSM8N3TA,,,Mumbai,955,India
956,4290,BADNHIEOF4E739H4,,Right here and now ,Atlantic Time (Canada),956,USA
957,4291,H7RRAMLA3GJNAIIO,,,Central Time (US & Canada),957,USA
958,4299,DERAITC7ASB0PF92,,,,958,
959,4306,MDGF2FPJC2GM8PRI,,,Baghdad,959,Iraq
960,4308,S86Q9DBPPQMD2ITN,,,Warsaw,960,Poland
961,4314,99TABT02QSJ1I1QQ,,"iPhone: 36.165220,-86.507523",Central Time (US & Canada),961,USA
962,4316,5PMOK273K1LKI1H3,,,Pacific Time (US & Canada),962,
963,4317,451LJCNS80ASBQ9F,,,Hawaii,963,USA
964,4321,0M7401REPHR6511B,,,London,964,UK
965,4335,SB5AMOQJM7IJEP7G,,,Madrid,965,Spain
966,4339,D12ROSIOMNACLO16,,,Eastern Time (US & Canada),966,
967,4342,98CMER5RMJ47A17D,,,London,967,UK
968,4343,TTLRSKA0IB6C2T1S,,Coyocan cuidad de mexico ,,968,
969,4345,JES0H35CS7KBKBTD,,IG @ussypratama,Jakarta,969,Indonesia
970,4355,AKS276J2STR0E8CQ,,,,970,
971,4359,OLGBEJ4E80HOBBO5,,,Pacific Time (US & Canada),971,
972,4360,4C0OHIS5SNT212KQ,,,Pacific Time (US & Canada),972,
973,4363,3E7LNE0HLLG157IL,,,Buenos Aires,973,Argentina
974,4368,EO16OH0BQ6H4NKFI,,,Rome,974,Italy
975,4372,1KMB47M11CF3TFCQ,,,,975,
976,4373,KE6E6IIBSRT72JIJ,,,Mexico City,976,Mexico
977,4379,OIMQOMQ9E8IJ8AP2,,,Bogota,977,Colombia
978,4384,97KDB2LTP193O3G0,,,Rome,978,Italy
979,4387,JS6QOL4L83M8EF2A,,,Mumbai,979,India
980,4390,GE9M38P74J48N4A2,,,,980,
981,4393,8I5DFCE7RSBKFPND,,,Pacific Time (US & Canada),981,
982,4394,6P1L9CBJN0QL489R,,,Amsterdam,982,Netherlands
983,4398,N6GJ6M7Q7M7JJ2HD,,,Eastern Time (US & Canada),983,
984,4410,7OB3MHB3007K4N6M,,,Quito,984,Ecuador
985,4415,9SNRBAP3OQ5LEKQR,,,Eastern Time (US & Canada),985,
986,4421,KBFQ0158F2GKM3I4,,,Pacific Time (US & Canada),986,
987,4425,54SDGGRQQLARREP7,,,Brasilia,987,Brazil
988,4426,D4EOT314FL10G28B,,,Istanbul,988,Turkey
989,4428,S1IBNBO75T6IG0S8,,,Greenland,989,Greenland
990,4430,77R69L1M57RJRHAL,,,Central Time (US & Canada),990,USA
991,4432,CBGB2QAQ0GITFNMR,,,Eastern Time (US & Canada),991,
992,4434,TG8606KRKCQ9G8DS,,,Eastern Time (US & Canada),992,
993,4436,OR79J9G8APNB9132,,,Pacific Time (US & Canada),993,
994,4440,E9CE9RKEQ7SI5OC4,,,Istanbul,994,Turkey
995,4441,QNH9A8D8JRPCNRNL,,,Istanbul,995,Turkey
996,4442,8O561KDPM917OKMF,,,Pacific Time (US & Canada),996,
997,4448,JH78HKNPKIN72LKK,,,Alaska,997,USA
998,4451,ON0C6BKKQPBAPL6Q,,,Central Time (US & Canada),998,USA
999,4453,NJC5GDLPHM9O5EME,,,Amsterdam,999,Netherlands
1000,4455,OK1KPHJC7CKR79J6,,,Madrid,1000,Spain
1001,4459,O5NPH4QICGDA127H,,,Baghdad,1001,Iraq
1002,4470,HRBF9IN5O6ESI9OO,,,Paris,1002,France
1003,4476,G20HNLKJNSOFSRR4,,,London,1003,UK
1004,4479,APCNA21OPDBQQSF0,,,Rome,1004,Italy
1005,4492,02GQ1NQPGK9A2QN3,,,Eastern Time (US & Canada),1005,
1006,4507,HTKI58AJD1P5OJ2I,,,Rome,1006,Italy
1007,4518,R6D747P4QNO7CM0D,,,Brasilia,1007,Brazil
1008,4530,1C87NOESDH78F4EB,,,,1008,
1009,4538,QT033MPJH73OTLPN,,,,1009,
1010,4540,DSK2S04TPMGA1E9D,,,Mountain Time (US & Canada),1010,USA
1011,4544,CTKFTAS002DB3JS5,,,Alaska,1011,USA
1012,4547,T051M3TSNKPCB75A,,,Alaska,1012,USA
1013,4552,R7T2DRJ5TIG02GKR,,🚐,Eastern Time (US & Canada),1013,
1014,4555,5SS1AL2J7KKIH15O,,,,1014,
1015,4556,IHQDKK13N060H34N,,,New Delhi,1015,India
1016,4564,L016K3ONSAOAFK3G,,,Bern,1016,Switzerland
1017,4566,JKTHLEHPDBTLA6JF,,pineapple at bottom of sea,Pacific Time (US & Canada),1017,
1018,4568,Q8KLP3O2BR9GC2OH,,,,1018,
1019,4570,PSNR6TCINQF6RT44,,,Pacific Time (US & Canada),1019,
1020,4571,P2PPJCAGO0NAJFDD,,contact:- yepng1@yahoo.com,Hawaii,1020,USA
1021,4574,1QCJ943418P6G08F,,,Tokyo,1021,Japan
1022,4578,0PQA6DSBG32EP2IN,,,Central America,1022,Central America
1023,4588,THLS2S0CG1MRQ0S9,,,Central Time (US & Canada),1023,USA
1024,4590,Q7RQEC6EMDMICI4K,,,Bern,1024,Switzerland
1025,4603,IRL7FE3SDTMTMF1I,,وآتس آب: 00966583429924,Baghdad,1025,Iraq
1026,4605,50PBT5DNGEJ8MGE1,,,Atlantic Time (Canada),1026,USA
1027,4606,664E8J2968PIR4MR,,MutluOlmakİçinKüçükŞeyler ,Istanbul,1027,Turkey
1028,4613,5B3ED3HSFILD0JMK,,,Riyadh,1028,Saudi Arabia
1029,4620,QFTT68E18K781H0P,,,Pacific Time (US & Canada),1029,
1030,4621,97FP1DJIK49QKC80,,"Panamá, Ciudad de Panamá.",Bogota,1030,Colombia
1031,4623,GGROFA5MIA8NQS04,,,Jakarta,1031,Indonesia
1032,4627,0H7RR1P6718SNHH7,,,Greenland,1032,Greenland
1033,4628,L0444188HNS55LIP,,,Eastern Time (US & Canada),1033,
1034,4631,RKF3OFC39PFE5NTN,,,Buenos Aires,1034,Argentina
1035,4633,TLGMG2TKA2K5M9G3,,Snapchat: Stamosofficial,Pacific Time (US & Canada),1035,
1036,4636,BPMR727SH9QSDIP5,,,Helsinki,1036,Finland
1037,4640,EOG7T995OTLNI5AC,,,Brasilia,1037,Brazil
1038,4658,PCBOB2R3FE27J7EO,,,Ljubljana,1038,Slovenia
1039,4660,CRQ82S2Q87A14MI2,,,Ljubljana,1039,Slovenia
1040,4661,SN5IBLBAN5MTTBRQ,,,Brasilia,1040,Brazil
1041,4668,E3RT5P5876Q34PN7,,,Bogota,1041,Colombia
1042,4677,N2Q1JI7BATP3R6EQ,,,Paris,1042,France
1043,4681,GH58AGGG1NQ62E7G,,hopefully sitting down,London,1043,UK
1044,4683,IFKSLN763EHLBDKT,,,,1044,
1045,4687,569IFNA7DAC3N5MA,,,Alaska,1045,USA
1046,4688,A2PRM16NATSJSH3M,,,Santiago,1046,Chile
1047,4692,6JN935HIG5C4SC41,,,Alaska,1047,USA
1048,4693,E074A2544D4KS4KI,,I like to move around a lot,Pacific Time (US & Canada),1048,
1049,4698,T4EO6J6NJ1KOE99G,,(021)1500128,Jakarta,1049,Indonesia
1050,4699,3QC76EQ9POLHS98L,,,Irkutsk,1050,Russia
1051,4700,JE5BISHJI84P2H7F,,,Quito,1051,Ecuador
1052,4702,GLOA2NKQ10385OCR,,,Brasilia,1052,Brazil
1053,4710,NHOCH87HMP0EPSFT,,,Baghdad,1053,Iraq
1054,4712,LI09NENO1F27OL8N,,,Vienna,1054,Austria
1055,4715,S1IO3C2988OLHAJ1,,http://ask.fm/kiekie03,Pacific Time (US & Canada),1055,
1056,4716,0NM05ENC2LLMI8FK,,,Osaka,1056,Japan
1057,4719,4AQ5MR70AMCMAI78,,,,1057,
1058,4732,C603J1RFOKF2ADAP,,,Eastern Time (US & Canada),1058,
1059,4736,41KPQR8BN53F67C2,,,Hawaii,1059,USA
1060,4738,TL1FBT3KGPL3CMC9,,,Istanbul,1060,Turkey
1061,4744,9MLQNBT5QQ844J1B,,,London,1061,UK
1062,4750,R5AR5MKK066JN7LG,,,Pacific Time (US & Canada),1062,
1063,4754,N05OSB2211MB35DH,,,Karachi,1063,Pakistan
1064,4756,M2Q39SCHGPPIHFMA,,,London,1064,UK
1065,4757,CADB852EECTESKI6,,,Brasilia,1065,Brazil
1066,4763,SFA37O8CH5DS9BOO,,,Brasilia,1066,Brazil
1067,4768,06IISNFE23S7R0TQ,,,Bern,1067,Switzerland
1068,4773,D7FQ632G2IAOCJB1,,,Quito,1068,Ecuador
1069,4778,F5SPLSJAO8MOP4TG,,,Vienna,1069,Austria
1070,4783,FCKRMH04TAND2KP2,,,Alaska,1070,USA
1071,4785,CLT7PD40DF42EOKJ,,,Atlantic Time (Canada),1071,USA
1072,4786,3I0NQ041I70KJLEH,,,Eastern Time (US & Canada),1072,
1073,4787,J7GACP384KBFJLSE,,,Hawaii,1073,USA
1074,4789,6QJTE4T86IQ40PG6,,,Eastern Time (US & Canada),1074,
1075,4790,K15SOP4OL8M55FIJ,,,Greenland,1075,Greenland
1076,4801,GH8AGP9EJHOBBASO,,,Athens,1076,Greece
1077,4806,IL13T00CNH1HQBI1,,,Bogota,1077,Colombia
1078,4811,NTC6DM0CRLTSDGKR,,Instagram @liz_solari ,Buenos Aires,1078,Argentina
1079,4812,4NJERDRL8B3BNP9K,,,Guadalajara,1079,Mexico
1080,4815,0HBL7NO9KASEEIL3,,,,1080,
1081,4821,BOQ9RLOMTMGL7H3Q,,,Eastern Time (US & Canada),1081,
1082,4824,H7F2DRTAL2ODT3LB,,,,1082,
1083,4828,NOLP63LQPTE4BDP7,,,London,1083,UK
1084,4829,7NQH0H8C5N7T2CTD,,,,1084,
1085,4831,FLMKA0GSSTCS4OEK,,,Brasilia,1085,Brazil
1086,4832,J4S7S62N0EOJKK10,,,,1086,
1087,4835,DE0JO020IFR32OAK,,,Madrid,1087,Spain
1088,4842,N041DGRJ1NQDO2PR,,,Copenhagen,1088,Denmark
1089,4847,F26RN4CBJ31SIPT5,,,Eastern Time (US & Canada),1089,
1090,4851,2DGH5R1D2C3AGNP9,,,Mountain Time (US & Canada),1090,USA
1091,4852,56SCEEGS04JBP032,,Mandanga Style,Madrid,1091,Spain
1092,4856,LHC5G72T26520GKF,,,Buenos Aires,1092,Argentina
1093,4858,AT34ABD0D72IJ8R2,,,Eastern Time (US & Canada),1093,
1094,4864,6LIG011QAENOFBL0,,,Istanbul,1094,Turkey
1095,4865,2401100SIM03M542,,,Mexico City,1095,Mexico
1096,4868,EQFAO332GKT0FEF4,,,Eastern Time (US & Canada),1096,
1097,4872,TP4BTQI9ELNF7PO7,,,Copenhagen,1097,Denmark
1098,4881,7296SJ17D0RRF14L,,,Istanbul,1098,Turkey
1099,4887,H92S6OS961FJRMK0,,Everywhere you are,Quito,1099,Ecuador
1100,4888,CGEO5LKOHM6I68R0,,,Eastern Time (US & Canada),1100,
1101,4892,QTH95LB2TCDC64LG,,,,1101,
1102,4901,9B9BDPP4SCKO6T3P,,,Central Time (US & Canada),1102,USA
1103,4902,7N6KBTB5K5MH28FA,,,Pacific Time (US & Canada),1103,
1104,4903,FG64QSKDTT4I85GC,,,Amsterdam,1104,Netherlands
1105,4911,M963Q0AMO62TASRS,,GLOBAL14,Quito,1105,Ecuador
1106,4913,66EITFPHLQ38RF1B,,,London,1106,UK
1107,4914,R1QQDRH4ROPID4JL,,,Eastern Time (US & Canada),1107,
1108,4920,LCGNBLBFL4RH61DC,,,Brasilia,1108,Brazil
1109,4921,1S6QTL2FS36TG7HT,,,Stockholm,1109,Sweden
1110,4926,G2SGG4R6CIETK7KR,,,,1110,
1111,4931,6QI4NKQ27GEMJC3D,,,Central Time (US & Canada),1111,USA
1112,4936,392TFNNCA4F06T9D,,,Eastern Time (US & Canada),1112,
1113,4946,F8E4AI10F80PQFDN,,,Madrid,1113,Spain
1114,4948,FQPLDO947PH3C90C,,,Brasilia,1114,Brazil
1115,4952,NFHK925KKD6127PA,,,Jakarta,1115,Indonesia
1116,4959,JNI4H7FPGTETK46I,,,Madrid,1116,Spain
1117,4968,37B53PPPLH83J3OE,,,Pacific Time (US & Canada),1117,
1118,4970,1IK02KM2AF5MG8F8,,,Central Time (US & Canada),1118,USA
1119,4972,8BB6HNJC7KMJFODQ,,,,1119,
1120,4976,J00HN0P18CG4M51T,,,Hawaii,1120,USA
1121,4980,BDQ4K3P8732JNCCP,,,Caracas,1121,Venezuela
1122,4995,45GTA9H0DQG9A25F,,,New Delhi,1122,India
1123,5003,5LRML08B418JL1LI,,,Pacific Time (US & Canada),1123,
1124,5004,QIAHJJICL2S9IARI,,,Pacific Time (US & Canada),1124,
1125,5005,FSKM7MTT30G5FS7K,,,New Delhi,1125,India
1126,5006,A4K512IQQLQBP4SD,,"Chile, Campeón de América",Quito,1126,Ecuador
1127,5012,BKJL0CB83P6EBLM9,,,,1127,
1128,5020,KKKLIHCL0EBIP7I0,,,Caracas,1128,Venezuela
1129,5024,2235ENJ1Q22TN6JB,,,Amsterdam,1129,Netherlands
1130,5025,BI69LDRS2GQ312RN,,www.twitch.tv/kingofnordic,Stockholm,1130,Sweden
1131,5030,8L5EO3Q4L9EN86PI,,,Pacific Time (US & Canada),1131,
1132,5031,39EJ6BASK45HJ4C2,,,Brasilia,1132,Brazil
1133,5037,1MF76BM353CJS113,,,London,1133,UK
1134,5038,BL5SDBC40A93K6GQ,,,Central Time (US & Canada),1134,USA
1135,5045,NSJ4P24MCFRC0IGD,,,,1135,
1136,5046,DHCR86QO0AETNBT5,,,Eastern Time (US & Canada),1136,
1137,5058,Q5SDN1L7EPSHA013,,,,1137,
1138,5060,HD4BMNNHT0RO1C1B,,,Central Time (US & Canada),1138,USA
1139,5072,SB9R21RSTAG393EM,,,Santiago,1139,Chile
1140,5080,689LS1PD0808IDEN,,,Hawaii,1140,USA
1141,5082,QAKPO6OS0TH7RN9O,,,Eastern Time (US & Canada),1141,
1142,5084,TN62K1IAD8EEHKTR,,800-442-2706,Eastern Time (US & Canada),1142,
1143,5085,TP06FL66GQOH4ED4,,,Pacific Time (US & Canada),1143,
1144,5087,1FNOIG4SE2MM8EEF,,,Baghdad,1144,Iraq
1145,5089,QN9AEB4A06NQSOKC,," NY, Albuquerque NM",Eastern Time (US & Canada),1145,
1146,5090,K5GCBOSBOSLAJJLK,,,New Delhi,1146,India
1147,5094,69JGBDTGKIFM0CO0,,,,1147,
1148,5095,ECJ3ESR36IDGJN5E,,,Mexico City,1148,Mexico
1149,5099,1B4DFC94B37LH46I,,,Eastern Time (US & Canada),1149,
1150,5101,GDBI7MCQ2TN4PPSG,,@KontakIndomaret,Jakarta,1150,Indonesia
1151,5103,JQ3DNA8F8CDCL14I,,,Santiago,1151,Chile
1152,5105,M4EI4S95JH57E0HJ,,,Jakarta,1152,Indonesia
1153,5115,3GAFR620A59510TG,,,Pacific Time (US & Canada),1153,
1154,5119,OI8Q7H8FCCI4G21G,,,Pacific Time (US & Canada),1154,
1155,5130,ND2H6EI1M05QJKAJ,,,West Central Africa,1155,Central Africa
1156,5133,4QGSS9F83RAM7026,,,Mountain Time (US & Canada),1156,USA
1157,5136,4PPPATF65EKC3RD5,,,Eastern Time (US & Canada),1157,
1158,5139,T3HIFR55N65TL7RE,,,Alaska,1158,USA
1159,5141,3079REH7DOIRLL89,,,Pacific Time (US & Canada),1159,
1160,5143,N4FGMH505LGI2E59,,,London,1160,UK
